ResponseId,SexOrient,SexOrient_7_TEXT,HeteroHomo,RelOrient,NumPartners,NumCohabitPart,Nonmonogamy Attitude_1,Nonmonogamy Attitude_2,Nonmonogamy Attitude_3,Nonmonogamy Attitude_4,Nonmonogamy Attitude_5,Nonmonogamy Attitude_6,Nonmonogamy Attitude_7,Nonmonogamy Attitude_8,Q137_1,Q137_2,Q137_3,Q137_4,Q137_5,Q137_6,Q137_7,Q138,Q141,Q142,Q143,Q144,Q145,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Gender,RelOrient
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7CfJSrPQ08sDa47,1,,1,6,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Y9WVFCbtoavIKo,1,,3,"1,5",2,2,3,7,7,7,6,2,1,7,1,1,7,3,2,1,1,4,5,4,4,5,4,4,4,5,2,3,1,2,4,4,4,2,2,4,4,3,2,1,1,1,3,4,4,4,2,5,3,4,2,1,2,4,2,3,2,2,2,4,4,5,5,5,5,4,5,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2TMovYRmuPVMcHe,1,,1,1,2,1,5,1,7,7,1,1,1,1,2,1,7,2,2,1,1,4,4,3,4,3,3,3,3,3,3,3,2,2,2,4,4,3,3,3,4,3,3,2,2,2,2,1,4,1,1,1,1,1,1,1,4,1,1,3,3,1,2,2,3,4,3,2,2,2,2,2,"1,5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5OU3s1qfIyb47at,1,,1,1,1,1,6,1,7,7,1,2,1,1,6,1,7,4,2,1,1,2,4,4,4,2,3,2,4,4,4,4,3,3,4,4,4,4,2,3,4,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,4,3,2,3,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ZPZTebpHnLMZrP,1,,2,1,2,1,6,2,6,6,3,2,2,2,4,5,5,4,3,4,2,2,3,4,3,2,2,4,4,5,3,4,2,2,2,5,4,3,4,4,3,3,4,3,5,5,5,5,4,4,4,3,4,4,4,3,2,3,3,4,1,3,4,4,4,3,3,4,3,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1l9UskLVoUGZAMu,1,,1,1,2,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7qfD1Q4wlYymlQE,4,,3,1,1,1,2,2,4,5,6,4,5,3,2,1,6,3,2,2,1,5,4,2,5,5,4,3,3,4,4,3,4,3,4,2,5,3,2,5,5,5,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,2,1,5,4,2,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3npdn4Fib2CWEXw,1,,1,1,2,1,1,1,1,1,7,7,7,7,5,5,2,5,2,5,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2B2mlk984G9prhO,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,5,2,3,4,2,2,4,4,2,2,4,3,3,3,1,1,5,2,4,4,1,4,1,1,1,2,2,4,1,1,3,3,3,2,4,4,3,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2FmmBo9CHT9THHr,1,,1,1,2,2,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,4,4,3,4,5,5,5,5,2,5,2,4,5,5,4,4,4,3,5,5,5,1,2,2,1,1,4,2,1,1,1,4,2,1,2,4,2,4,2,2,2,2,4,5,4,5,2,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6OoeRuXeGAqMoVL,1,,1,1,2,1,2,2,4,7,5,5,3,6,1,1,7,7,6,1,1,4,4,4,4,5,5,5,4,5,4,4,2,2,3,2,4,4,2,4,3,4,4,4,4,4,4,2,4,4,4,4,2,2,2,1,1,2,2,2,2,2,2,2,2,4,4,2,2,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1XZIq7uDEtLU9u9,1,,1,1,1,1,5,1,6,6,2,2,2,1,1,1,5,1,1,1,1,3,4,4,3,2,3,4,3,4,4,4,2,3,3,2,3,3,2,4,3,3,3,1,2,2,2,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,3,2,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7d3QdwmAb2kNc0u,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5RklIHipRpjS3na,1,,1,1,1,1,3,1,7,7,1,1,1,1,1,1,6,1,1,1,1,4,4,4,4,3,4,4,4,5,3,3,2,2,3,3,3,4,2,4,4,3,3,2,4,4,3,2,4,4,4,4,4,3,3,2,1,1,1,4,1,1,3,4,4,5,4,1,4,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2VkPNJ68DBoFVWV,1,,1,"1,2",2,1,7,7,7,7,1,1,1,1,1,1,6,1,1,1,1,5,5,5,4,4,4,5,4,5,4,4,3,4,4,3,4,4,5,5,4,4,4,5,5,5,4,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,1,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Ik9zYH8b3mIZln,1,,1,1,2,1,1,1,4,4,4,7,7,7,5,5,3,3,5,1,1,3,4,4,4,2,2,4,4,5,4,4,1,1,1,3,3,1,1,2,2,1,2,1,3,4,2,1,3,1,3,1,2,1,1,1,2,1,1,1,2,1,1,2,3,5,4,3,2,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"1,2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39gg8Z2VY1T6ABu,1,,1,1,1,1,5,7,4,7,4,6,4,5,4,4,2,4,6,6,6,5,2,5,2,5,3,5,3,5,1,5,3,5,2,5,3,5,3,5,3,4,4,3,3,5,4,3,5,2,5,3,5,4,2,5,2,5,3,5,2,5,4,5,2,4,5,3,2,5,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1hZv6lT7zbbBaXv,1,,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3S7EAV7zsO9jKY9,1,,3,1,2,1,5,2,6,6,2,2,1,1,1,1,6,1,3,1,1,5,4,4,4,4,4,4,5,5,4,4,3,2,3,3,3,4,3,2,3,2,3,2,4,3,2,3,2,2,4,1,2,5,2,1,2,3,4,5,3,4,5,4,4,4,5,5,3,3,4,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3gNRasLoN42XIiv,1,,1,1,1,1,4,1,1,5,2,1,1,4,1,1,7,1,1,1,1,4,3,4,2,3,4,4,4,4,4,2,3,3,4,5,3,4,4,4,3,4,4,2,3,3,4,4,4,3,4,4,4,4,3,3,3,4,5,4,3,4,4,2,2,3,4,4,3,4,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3RlwLDfIaW6SuUq,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,1,7,1,1,1,1,4,4,5,5,4,5,4,5,5,4,4,2,2,4,4,4,4,4,2,2,4,2,1,2,2,2,4,2,2,2,4,5,4,4,2,4,3,4,4,4,3,3,4,4,4,4,4,4,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7pYmhRO6JAANTZ0,1,,1,1,2,1,3,4,4,4,5,6,6,4,1,2,6,4,1,1,1,5,5,4,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,4,4,4,5,3,3,3,5,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8rkbgtCfH4Q7sPB,1,,1,1,2,1,3,1,5,3,2,2,2,2,1,1,7,1,1,1,1,4,3,4,3,4,4,4,4,4,4,3,2,2,2,4,4,3,4,2,4,2,4,2,4,4,4,4,4,4,4,2,4,3,4,4,3,4,4,4,4,5,3,4,4,4,2,4,4,3,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5UhkRgr74yffYcn,4,,4,1,2,1,6,1,7,4,5,1,1,1,1,1,7,1,3,1,1,4,4,4,5,2,1,3,4,5,5,5,1,1,5,4,4,4,4,1,2,2,4,5,5,5,2,2,5,2,5,1,1,4,2,4,4,4,5,4,5,5,4,4,3,2,4,4,1,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_123BYmY3sIWIS62,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,1,7,1,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,3,2,4,2,2,2,3,2,2,4,3,3,4,4,4,4,4,4,4,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_31RE398srKUAJ0v,4,,3,1,1,1,7,1,7,7,1,1,1,1,1,4,4,1,1,1,1,3,2,3,4,4,5,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,2,2,2,2,1,4,1,1,3,4,2,1,3,3,1,4,3,2,4,4,5,3,4,3,4,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_54McRcdhJRMdC9V,1,,1,1,2,1,1,3,5,6,4,3,6,2,1,2,6,5,2,1,1,4,2,3,4,4,3,2,2,5,4,3,1,1,2,2,2,4,3,2,2,2,3,4,2,2,2,3,4,2,2,2,2,2,1,1,4,1,1,4,1,5,5,3,4,5,5,4,4,3,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_25JPBqeOzJM6SIh,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,6,2,2,1,1,3,2,3,4,4,2,3,4,5,4,3,4,4,2,4,3,2,2,2,2,3,2,3,4,4,2,5,2,4,4,5,3,2,3,1,4,1,1,2,3,2,5,4,5,3,2,3,4,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_50uwGeHhc6l8uis,1,,1,1,2,1,5,1,7,6,2,1,1,1,2,2,6,1,2,1,1,3,5,4,2,3,3,4,4,5,5,4,2,3,3,4,4,3,4,3,4,4,3,2,3,3,2,3,1,2,1,3,1,3,3,3,5,4,3,4,4,4,2,2,3,2,3,1,3,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7rAhpHhXFKYbbbe,1,,1,1,2,1,1,1,4,4,7,7,3,3,1,1,5,2,1,1,1,4,5,4,4,4,4,4,5,3,4,4,2,2,2,4,4,2,2,4,4,4,4,2,2,3,2,1,1,3,1,1,1,1,3,1,4,1,2,1,4,1,2,1,2,2,2,2,4,2,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2MPEcYq1u6V3KTv,1,,2,1,2,2,6,3,6,3,3,3,3,3,3,4,4,3,5,4,5,3,4,2,3,4,4,3,3,5,4,4,2,3,3,4,4,3,5,5,4,2,2,1,1,2,1,3,4,3,2,4,3,3,2,2,3,2,2,4,2,2,4,3,5,5,4,3,4,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1RsGTNta42g8K2Z,4,,5,1,1,2,6,2,4,5,5,1,1,1,3,3,5,1,4,2,1,3,2,3,4,4,5,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,3,2,4,1,2,2,3,2,3,3,3,2,4,3,2,2,3,3,4,4,4,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5wDQo1g3IebymAh,4,,4,1,1,1,5,2,4,5,4,2,3,1,4,1,1,7,3,2,1,3,4,4,2,3,3,4,4,3,3,4,3,3,4,5,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,2,4,2,3,2,2,3,3,4,2,3,4,4,5,4,3,3,4,4,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_44jHWsN34BwMLT7,1,,2,1,2,1,4,1,4,6,1,1,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6JPdLUqNs9bR1eF,1,,1,1,1,1,3,1,7,6,2,1,2,1,2,1,2,4,1,1,1,4,3,4,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,5,5,4,4,3,5,3,3,4,3,4,3,3,4,3,3,4,4,3,4,4,3,4,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1WGZhDBaXi9HQn9,1,,1,1,2,1,2,1,6,6,5,2,2,5,1,1,7,1,1,1,1,4,2,5,4,3,5,4,2,3,2,5,1,3,2,3,5,3,1,3,4,4,3,3,3,2,4,2,1,3,2,4,5,1,4,2,3,3,4,2,5,3,1,3,4,2,1,1,4,3,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2DjfCfVjn3E9yJ0,5,,5,"1,2,3",1,1,1,7,4,3,1,7,7,6,1,2,6,1,1,1,1,4,3,3,2,4,2,3,3,5,4,4,5,4,5,5,5,5,4,4,5,5,5,2,1,1,1,1,1,4,1,1,4,3,1,1,1,1,1,5,1,3,5,4,4,4,4,3,5,5,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3QLGK27obxlQEYC,4,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"1,2,3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4WByCbWkHCutHKW,1,,1,1,2,1,7,1,7,7,1,1,1,1,1,4,4,7,3,1,1,3,4,4,4,3,3,4,3,4,5,4,1,1,2,4,4,2,4,4,2,3,2,4,4,4,4,2,2,1,2,2,2,4,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3e4sMhBHRgXQvMK,1,,1,1,1,1,7,7,7,7,7,7,1,1,1,1,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2MMr36hZNVYgIEB,1,,1,1,1,1,5,1,7,4,2,1,1,1,2,5,6,5,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,5,2,4,2,2,2,4,2,2,4,4,4,4,2,4,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5I0nxUzfWXmHe2B,1,,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DmyHZIxHiRhe25,1,,1,1,1,1,6,1,6,6,6,3,3,1,1,1,6,4,1,1,1,3,4,3,2,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5CDtQw9oRbjthuw,3,,6,2,1,1,5,2,6,5,5,2,2,2,2,1,5,3,2,1,1,5,4,4,3,5,4,4,4,2,4,5,2,2,4,3,4,4,4,4,4,4,4,4,5,5,5,2,5,5,5,2,5,4,1,1,4,2,1,4,4,2,4,3,4,3,5,3,5,5,5,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_13jwh8Eu3ahfElH,1,,1,1,2,1,4,1,4,4,4,1,1,1,1,1,7,1,1,1,1,4,5,5,4,4,4,5,3,5,4,4,3,3,4,4,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,3,4,3,2,2,2,2,2,4,2,4,4,4,4,5,5,4,5,5,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7gIpZhitx3oFrmt,5,,5,1,1,2,1,1,4,2,6,6,6,6,1,1,7,1,1,1,1,2,2,4,3,2,2,3,4,2,2,4,1,1,4,3,3,4,1,4,4,4,2,1,1,1,1,2,3,2,1,1,2,1,1,1,3,1,1,5,3,1,2,3,5,2,2,1,3,1,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7m3MKrMucZOcErP,1,,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,4,5,5,5,4,3,2,3,4,4,2,2,5,4,4,5,3,2,2,2,2,2,2,1,1,4,1,1,2,1,1,1,1,1,3,1,1,1,1,4,5,1,3,3,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1qEk7aVwaHx3TvV,1,,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5r0N1fF7WSqy6Vi,4,,4,1,2,,3,1,3,3,5,5,5,5,3,2,6,2,3,2,2,3,4,4,3,4,2,3,3,4,3,3,3,3,2,4,3,3,2,4,2,4,4,4,4,4,2,2,4,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,2,1
